[DEBUG] 2016-24-05 17:24:32 | o.s.b.l.ClasspathLoggingApplicationListener:52 | Application started with classpath: [file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/charsets.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/deploy.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/access-bridge-64.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/cldrdata.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/dnsns.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/jaccess.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/jfxrt.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/localedata.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/nashorn.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/sunec.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/sunjce_provider.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/sunmscapi.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/sunpkcs11.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/ext/zipfs.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/javaws.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/jce.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/jfr.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/jfxswt.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/jsse.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/management-agent.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/plugin.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/resources.jar, file:/C:/Program%20Files/Java/jdk1.8.0_92/jre/lib/rt.jar, file:/D:/vk-liker/vk-liker/target/classes/, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/boot/spring-boot-starter-data-mongodb/1.4.0.RELEASE/spring-boot-starter-data-mongodb-1.4.0.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/boot/spring-boot-starter/1.4.0.RELEASE/spring-boot-starter-1.4.0.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/boot/spring-boot/1.4.0.RELEASE/spring-boot-1.4.0.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/1.4.0.RELEASE/spring-boot-autoconfigure-1.4.0.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/yaml/snakeyaml/1.17/snakeyaml-1.17.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/mongodb/mongodb-driver/3.2.2/mongodb-driver-3.2.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/mongodb/mongodb-driver-core/3.2.2/mongodb-driver-core-3.2.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/mongodb/bson/3.2.2/bson-3.2.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/data/spring-data-mongodb/1.9.2.RELEASE/spring-data-mongodb-1.9.2.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/spring-tx/4.3.2.RELEASE/spring-tx-4.3.2.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/spring-context/4.3.2.RELEASE/spring-context-4.3.2.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/spring-aop/4.3.2.RELEASE/spring-aop-4.3.2.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/spring-beans/4.3.2.RELEASE/spring-beans-4.3.2.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/spring-expression/4.3.2.RELEASE/spring-expression-4.3.2.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/data/spring-data-commons/1.12.2.RELEASE/spring-data-commons-1.12.2.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/slf4j/slf4j-api/1.7.21/slf4j-api-1.7.21.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/boot/spring-boot-starter-log4j2/1.4.0.RELEASE/spring-boot-starter-log4j2-1.4.0.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/apache/logging/log4j/log4j-slf4j-impl/2.6.2/log4j-slf4j-impl-2.6.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/apache/logging/log4j/log4j-api/2.6.2/log4j-api-2.6.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/apache/logging/log4j/log4j-core/2.6.2/log4j-core-2.6.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/slf4j/jcl-over-slf4j/1.7.21/jcl-over-slf4j-1.7.21.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/slf4j/jul-to-slf4j/1.7.21/jul-to-slf4j-1.7.21.jar, file:/D:/vk-liker/vk-api/target/classes/, file:/C:/Users/AMarchenkov/.m2/repository/com/google/code/gson/gson/2.7/gson-2.7.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/apache/httpcomponents/httpclient/4.5.2/httpclient-4.5.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/apache/httpcomponents/httpcore/4.4.5/httpcore-4.4.5.jar, file:/C:/Users/AMarchenkov/.m2/repository/commons-codec/commons-codec/1.10/commons-codec-1.10.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-java/2.53.1/selenium-java-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-chrome-driver/2.53.1/selenium-chrome-driver-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-remote-driver/2.53.1/selenium-remote-driver-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/cglib/cglib-nodep/2.1_3/cglib-nodep-2.1_3.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-api/2.53.1/selenium-api-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/com/google/guava/guava/19.0/guava-19.0.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-edge-driver/2.53.1/selenium-edge-driver-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/commons-io/commons-io/2.4/commons-io-2.4.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/apache/commons/commons-exec/1.3/commons-exec-1.3.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/htmlunit-driver/2.21/htmlunit-driver-2.21.jar, file:/C:/Users/AMarchenkov/.m2/repository/net/sourceforge/htmlunit/htmlunit/2.21/htmlunit-2.21.jar, file:/C:/Users/AMarchenkov/.m2/repository/xalan/xalan/2.7.2/xalan-2.7.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/xalan/serializer/2.7.2/serializer-2.7.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/apache/commons/commons-lang3/3.4/commons-lang3-3.4.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/apache/httpcomponents/httpmime/4.5.2/httpmime-4.5.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/net/sourceforge/htmlunit/htmlunit-core-js/2.17/htmlunit-core-js-2.17.jar, file:/C:/Users/AMarchenkov/.m2/repository/net/sourceforge/htmlunit/neko-htmlunit/2.21/neko-htmlunit-2.21.jar, file:/C:/Users/AMarchenkov/.m2/repository/xerces/xercesImpl/2.11.0/xercesImpl-2.11.0.jar, file:/C:/Users/AMarchenkov/.m2/repository/xml-apis/xml-apis/1.4.01/xml-apis-1.4.01.jar, file:/C:/Users/AMarchenkov/.m2/repository/net/sourceforge/cssparser/cssparser/0.9.18/cssparser-0.9.18.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/w3c/css/sac/1.3/sac-1.3.jar, file:/C:/Users/AMarchenkov/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/eclipse/jetty/websocket/websocket-client/9.3.11.v20160721/websocket-client-9.3.11.v20160721.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/eclipse/jetty/jetty-util/9.3.11.v20160721/jetty-util-9.3.11.v20160721.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/eclipse/jetty/jetty-io/9.3.11.v20160721/jetty-io-9.3.11.v20160721.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/eclipse/jetty/websocket/websocket-common/9.3.11.v20160721/websocket-common-9.3.11.v20160721.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/eclipse/jetty/websocket/websocket-api/9.3.11.v20160721/websocket-api-9.3.11.v20160721.jar, file:/C:/Users/AMarchenkov/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-firefox-driver/2.53.1/selenium-firefox-driver-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-ie-driver/2.53.1/selenium-ie-driver-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/net/java/dev/jna/jna/4.2.2/jna-4.2.2.jar, file:/C:/Users/AMarchenkov/.m2/repository/net/java/dev/jna/jna-platform/4.1.0/jna-platform-4.1.0.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-safari-driver/2.53.1/selenium-safari-driver-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/io/netty/netty/3.5.7.Final/netty-3.5.7.Final.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-support/2.53.1/selenium-support-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/seleniumhq/selenium/selenium-leg-rc/2.53.1/selenium-leg-rc-2.53.1.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/boot/spring-boot-configuration-processor/1.4.0.RELEASE/spring-boot-configuration-processor-1.4.0.RELEASE.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/json/json/20140107/json-20140107.jar, file:/C:/Users/AMarchenkov/.m2/repository/org/springframework/spring-core/4.3.2.RELEASE/spring-core-4.3.2.RELEASE.jar, file:/C:/Program%20Files%20(x86)/JetBrains/IntelliJ%20IDEA%202016.2/lib/idea_rt.jar]
[DEBUG] 2016-24-05 17:24:32 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'context.listener.classes' in any property source
[DEBUG] 2016-24-05 17:24:32 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'banner.image.location' in any property source
[DEBUG] 2016-24-05 17:24:32 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'banner.location' in any property source
[DEBUG] 2016-24-05 17:24:32 | o.s.c.e.StandardEnvironment:109 | Adding [systemProperties] PropertySource with lowest search precedence
[DEBUG] 2016-24-05 17:24:32 | o.s.c.e.StandardEnvironment:109 | Adding [systemEnvironment] PropertySource with lowest search precedence
[DEBUG] 2016-24-05 17:24:32 | o.s.c.e.StandardEnvironment:127 | Initialized StandardEnvironment with PropertySources [systemProperties,systemEnvironment]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'context.initializer.classes' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.config.name:application' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.config.name' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'vcap.application.name:application' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'vcap.application.name' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.application.name:application' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.application.name' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'PORT:null' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'PORT' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'server.port:null' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'server.port' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.application.index:null' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.application.index' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'vcap.application.instance_index:null' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'vcap.application.instance_index' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.profiles.active' in any property source
[INFO] 2016-24-05 17:24:33 | c.g.v.l.Application:48 | Starting Application on AMarchenkov with PID 5756 (D:\vk-liker\vk-liker\target\classes started by AMarchenkov in D:\vk-liker)
[DEBUG] 2016-24-05 17:24:33 | c.g.v.l.Application:51 | Running with Spring Boot v1.4.0.RELEASE, Spring v4.3.2.RELEASE
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.profiles.active' in any property source
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.PropertySourcesPropertyResolver:91 | Could not find key 'spring.profiles.default' in any property source
[INFO] 2016-24-05 17:24:33 | c.g.v.l.Application:659 | No active profile set, falling back to default profiles: default
[DEBUG] 2016-24-05 17:24:33 | o.s.b.SpringApplication:687 | Loading source class com.github.vk.liker.Application
[DEBUG] 2016-24-05 17:24:33 | o.s.b.c.c.ConfigFileApplicationListener:172 | Loaded config file 'file:/D:/vk-liker/vk-liker/target/classes/application.properties' (classpath:/application.properties)
[DEBUG] 2016-24-05 17:24:33 | o.s.b.c.c.ConfigFileApplicationListener:172 | Skipped (empty) config file 'file:/D:/vk-liker/vk-liker/target/classes/application.properties' (classpath:/application.properties) for profile default
[INFO] 2016-24-05 17:24:33 | o.s.c.a.AnnotationConfigApplicationContext:581 | Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@63070bab: startup date [Mon Sep 05 17:24:33 MSK 2016]; root of context hierarchy
[DEBUG] 2016-24-05 17:24:33 | o.s.c.a.AnnotationConfigApplicationContext:615 | Bean factory for org.springframework.context.annotation.AnnotationConfigApplicationContext@63070bab: org.springframework.beans.factory.support.DefaultListableBeanFactory@3a44431a: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.event.internalEventListenerProcessor,org.springframework.context.event.internalEventListenerFactory,application]; root of factory hierarchy
[DEBUG] 2016-24-05 17:24:33 | o.s.b.f.s.DefaultListableBeanFactory:221 | Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
[DEBUG] 2016-24-05 17:24:33 | o.s.b.f.s.DefaultListableBeanFactory:448 | Creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
[DEBUG] 2016-24-05 17:24:33 | o.s.b.f.s.DefaultListableBeanFactory:529 | Eagerly caching bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' to allow for resolving potential circular references
[DEBUG] 2016-24-05 17:24:33 | o.s.b.f.s.DefaultListableBeanFactory:221 | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
[DEBUG] 2016-24-05 17:24:33 | o.s.b.f.s.DefaultListableBeanFactory:448 | Creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
[DEBUG] 2016-24-05 17:24:33 | o.s.b.f.s.DefaultListableBeanFactory:529 | Eagerly caching bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory' to allow for resolving potential circular references
[DEBUG] 2016-24-05 17:24:33 | o.s.b.f.s.DefaultListableBeanFactory:484 | Finished creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
[DEBUG] 2016-24-05 17:24:33 | o.s.b.f.s.DefaultListableBeanFactory:484 | Finished creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.StandardEnvironment:109 | Adding [systemProperties] PropertySource with lowest search precedence
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.StandardEnvironment:109 | Adding [systemEnvironment] PropertySource with lowest search precedence
[DEBUG] 2016-24-05 17:24:33 | o.s.c.e.StandardEnvironment:127 | Initialized StandardEnvironment with PropertySources [systemProperties,systemEnvironment]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:317 | Resolved classpath location [com/github/vk/liker/] to resources [URL [file:/D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/]]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:711 | Looking for matching resources in directory tree [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker\jmx] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker\model] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker\repository] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker\service] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker\service\impl] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker\source] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker\source\impl] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
[DEBUG] 2016-24-05 17:24:33 | o.s.c.i.s.PathMatchingResourcePatternResolver:773 | Searching directory [D:\vk-liker\vk-liker\target\classes\com\github\vk\liker\task] for files matching pattern [D:/vk-liker/vk-liker/target/classes/com/github/vk/liker/**/*.class]
